,resultId,raceId,driverId,constructorId,number,positionOrder,points,rank,statusId,driverRef,forename,surname,nationality,nameTeam,year,nameTrack,circuitId
10851,10852,459,163,6,28,1,9.0,\N,1,arnoux,René,Arnoux,French,Ferrari,1983,Canadian Grand Prix,7
10879,10880,460,117,4,15,1,9.0,\N,1,prost,Alain,Prost,French,Renault,1983,British Grand Prix,9
10908,10909,461,163,6,28,1,9.0,\N,1,arnoux,René,Arnoux,French,Ferrari,1983,German Grand Prix,10
10937,10938,462,117,4,15,1,9.0,\N,1,prost,Alain,Prost,French,Renault,1983,Austrian Grand Prix,70
10966,10967,463,163,6,28,1,9.0,\N,1,arnoux,René,Arnoux,French,Ferrari,1983,Dutch Grand Prix,39
10995,10996,464,137,34,5,1,9.0,\N,1,piquet,Nelson,Piquet,Brazilian,Brabham,1983,Italian Grand Prix,14
11024,11025,465,137,34,5,1,9.0,\N,1,piquet,Nelson,Piquet,Brazilian,Brabham,1983,European Grand Prix,38
11053,11054,466,119,34,6,1,9.0,\N,1,patrese,Riccardo,Patrese,Italian,Brabham,1983,South African Grand Prix,30
11079,11080,467,117,4,15,1,9.0,\N,1,prost,Alain,Prost,French,Renault,1982,South African Grand Prix,30
11110,11111,468,117,4,15,1,9.0,\N,1,prost,Alain,Prost,French,Renault,1982,Brazilian Grand Prix,36
11141,11142,469,182,1,8,1,9.0,\N,1,lauda,Niki,Lauda,Austrian,McLaren,1982,United States Grand Prix West,43
11172,11173,470,202,6,28,1,9.0,\N,1,pironi,Didier,Pironi,French,Ferrari,1982,San Marino Grand Prix,21
11186,11187,471,187,1,7,1,9.0,\N,1,watson,John,Watson,British,McLaren,1982,Belgian Grand Prix,40
11218,11219,472,119,34,2,1,9.0,\N,1,patrese,Riccardo,Patrese,Italian,Brabham,1982,Monaco Grand Prix,6
11249,11250,473,187,1,7,1,9.0,\N,1,watson,John,Watson,British,McLaren,1982,Detroit Grand Prix,37
11278,11279,474,137,34,1,1,9.0,\N,1,piquet,Nelson,Piquet,Brazilian,Brabham,1982,Canadian Grand Prix,7
11307,11308,475,202,6,28,1,9.0,\N,1,pironi,Didier,Pironi,French,Ferrari,1982,Dutch Grand Prix,39
11338,11339,476,182,1,8,1,9.0,\N,1,lauda,Niki,Lauda,Austrian,McLaren,1982,British Grand Prix,38
11368,11369,477,163,4,16,1,9.0,\N,1,arnoux,René,Arnoux,French,Renault,1982,French Grand Prix,34
11397,11398,478,175,6,27,1,9.0,\N,1,tambay,Patrick,Tambay,French,Ferrari,1982,German Grand Prix,10
11426,11427,479,173,32,11,1,9.0,\N,1,angelis,Elio,de Angelis,Italian,Team Lotus,1982,Austrian Grand Prix,70
11455,11456,480,177,3,6,1,9.0,\N,1,keke_rosberg,Keke,Rosberg,Finnish,Williams,1982,Swiss Grand Prix,41
11484,11485,481,163,4,16,1,9.0,\N,1,arnoux,René,Arnoux,French,Renault,1982,Italian Grand Prix,14
11514,11515,482,105,25,3,1,9.0,\N,1,alboreto,Michele,Alboreto,Italian,Tyrrell,1982,Caesars Palace Grand Prix,44
11544,11545,483,178,3,1,1,9.0,\N,1,jones,Alan,Jones,Australian,Williams,1981,United States Grand Prix West,43
11573,11574,484,199,3,2,1,9.0,\N,1,reutemann,Carlos,Reutemann,Argentine,Williams,1981,Brazilian Grand Prix,36
11603,11604,485,137,34,5,1,9.0,\N,1,piquet,Nelson,Piquet,Brazilian,Brabham,1981,Argentine Grand Prix,25
11632,11633,486,137,34,5,1,9.0,\N,1,piquet,Nelson,Piquet,Brazilian,Brabham,1981,San Marino Grand Prix,21
11664,11665,487,199,3,2,1,9.0,\N,1,reutemann,Carlos,Reutemann,Argentine,Williams,1981,Belgian Grand Prix,40
11695,11696,488,203,6,27,1,9.0,\N,1,gilles_villeneuve,Gilles,Villeneuve,Canadian,Ferrari,1981,Monaco Grand Prix,6
11726,11727,489,203,6,27,1,9.0,\N,1,gilles_villeneuve,Gilles,Villeneuve,Canadian,Ferrari,1981,Spanish Grand Prix,45
11756,11757,490,117,4,15,1,9.0,\N,1,prost,Alain,Prost,French,Renault,1981,French Grand Prix,41
11785,11786,491,187,1,7,1,9.0,\N,1,watson,John,Watson,British,McLaren,1981,British Grand Prix,9
11815,11816,492,137,34,5,1,9.0,\N,1,piquet,Nelson,Piquet,Brazilian,Brabham,1981,German Grand Prix,10
11845,11846,493,172,27,26,1,9.0,\N,1,laffite,Jacques,Laffite,French,Ligier,1981,Austrian Grand Prix,70
11873,11874,494,117,4,15,1,9.0,\N,1,prost,Alain,Prost,French,Renault,1981,Dutch Grand Prix,39
11903,11904,495,117,4,15,1,9.0,\N,1,prost,Alain,Prost,French,Renault,1981,Italian Grand Prix,14
11933,11934,496,172,27,26,1,9.0,\N,1,laffite,Jacques,Laffite,French,Ligier,1981,Canadian Grand Prix,7
11963,11964,497,178,3,1,1,9.0,\N,1,jones,Alan,Jones,Australian,Williams,1981,Caesars Palace Grand Prix,44
11993,11994,498,178,3,27,1,9.0,\N,1,jones,Alan,Jones,Australian,Williams,1980,Argentine Grand Prix,25
12021,12022,499,163,4,16,1,9.0,\N,1,arnoux,René,Arnoux,French,Renault,1980,Brazilian Grand Prix,18
12049,12050,500,163,4,16,1,9.0,\N,1,arnoux,René,Arnoux,French,Renault,1980,South African Grand Prix,30
12077,12078,501,137,34,5,1,9.0,\N,1,piquet,Nelson,Piquet,Brazilian,Brabham,1980,United States Grand Prix West,43
12104,12105,502,202,27,25,1,9.0,\N,1,pironi,Didier,Pironi,French,Ligier,1980,Belgian Grand Prix,40
12131,12132,503,199,3,28,1,9.0,\N,1,reutemann,Carlos,Reutemann,Argentine,Williams,1980,Monaco Grand Prix,6
12158,12159,504,178,3,27,1,9.0,\N,1,jones,Alan,Jones,Australian,Williams,1980,French Grand Prix,34
12185,12186,505,178,3,27,1,9.0,\N,1,jones,Alan,Jones,Australian,Williams,1980,British Grand Prix,38
12212,12213,506,172,27,26,1,9.0,\N,1,laffite,Jacques,Laffite,French,Ligier,1980,German Grand Prix,10
12238,12239,507,219,4,15,1,9.0,\N,1,jabouille,Jean-Pierre,Jabouille,French,Renault,1980,Austrian Grand Prix,70
12264,12265,508,137,34,5,1,9.0,\N,1,piquet,Nelson,Piquet,Brazilian,Brabham,1980,Dutch Grand Prix,39
12293,12294,509,137,34,5,1,9.0,\N,1,piquet,Nelson,Piquet,Brazilian,Brabham,1980,Italian Grand Prix,21
12321,12322,510,178,3,27,1,9.0,\N,1,jones,Alan,Jones,Australian,Williams,1980,Canadian Grand Prix,7
12349,12350,511,178,3,27,1,9.0,\N,1,jones,Alan,Jones,Australian,Williams,1980,United States Grand Prix,46
12376,12377,512,172,27,26,1,9.0,\N,1,laffite,Jacques,Laffite,French,Ligier,1979,Argentine Grand Prix,25
12402,12403,513,172,27,26,1,9.0,\N,1,laffite,Jacques,Laffite,French,Ligier,1979,Brazilian Grand Prix,18
12428,12429,514,203,6,12,1,9.0,\N,1,gilles_villeneuve,Gilles,Villeneuve,Canadian,Ferrari,1979,South African Grand Prix,30
12454,12455,515,203,6,12,1,9.0,\N,1,gilles_villeneuve,Gilles,Villeneuve,Canadian,Ferrari,1979,United States Grand Prix West,43
12480,12481,516,221,27,25,1,9.0,\N,1,depailler,Patrick,Depailler,French,Ligier,1979,Spanish Grand Prix,45
12507,12508,517,222,6,11,1,9.0,\N,1,scheckter,Jody,Scheckter,South African,Ferrari,1979,Belgian Grand Prix,40
12535,12536,518,222,6,11,1,9.0,\N,1,scheckter,Jody,Scheckter,South African,Ferrari,1979,Monaco Grand Prix,6
12560,12561,519,219,4,15,1,9.0,\N,1,jabouille,Jean-Pierre,Jabouille,French,Renault,1979,French Grand Prix,41
12587,12588,520,223,3,28,1,9.0,\N,1,regazzoni,Clay,Regazzoni,Swiss,Williams,1979,British Grand Prix,9
12613,12614,521,178,3,27,1,9.0,\N,1,jones,Alan,Jones,Australian,Williams,1979,German Grand Prix,10
12639,12640,522,178,3,27,1,9.0,\N,1,jones,Alan,Jones,Australian,Williams,1979,Austrian Grand Prix,70
12665,12666,523,178,3,27,1,9.0,\N,1,jones,Alan,Jones,Australian,Williams,1979,Dutch Grand Prix,39
12691,12692,524,222,6,11,1,9.0,\N,1,scheckter,Jody,Scheckter,South African,Ferrari,1979,Italian Grand Prix,14
12719,12720,525,178,3,27,1,9.0,\N,1,jones,Alan,Jones,Australian,Williams,1979,Canadian Grand Prix,7
12749,12750,526,203,6,12,1,9.0,\N,1,gilles_villeneuve,Gilles,Villeneuve,Canadian,Ferrari,1979,United States Grand Prix,46
12779,12780,527,207,32,5,1,9.0,\N,1,mario_andretti,Mario,Andretti,American,Team Lotus,1978,Argentine Grand Prix,25
12806,12807,528,199,6,11,1,9.0,\N,1,reutemann,Carlos,Reutemann,Argentine,Ferrari,1978,Brazilian Grand Prix,36
12834,12835,529,238,32,6,1,9.0,\N,1,peterson,Ronnie,Peterson,Swedish,Team Lotus,1978,South African Grand Prix,30
12864,12865,530,199,6,11,1,9.0,\N,1,reutemann,Carlos,Reutemann,Argentine,Ferrari,1978,United States Grand Prix West,43
12894,12895,531,221,25,4,1,9.0,\N,1,depailler,Patrick,Depailler,French,Tyrrell,1978,Monaco Grand Prix,6
12924,12925,532,207,32,5,1,9.0,\N,1,mario_andretti,Mario,Andretti,American,Team Lotus,1978,Belgian Grand Prix,40
12954,12955,533,207,32,5,1,9.0,\N,1,mario_andretti,Mario,Andretti,American,Team Lotus,1978,Spanish Grand Prix,45
12983,12984,534,182,34,1,1,9.0,\N,1,lauda,Niki,Lauda,Austrian,Brabham,1978,Swedish Grand Prix,47
13010,13011,535,207,32,5,1,9.0,\N,1,mario_andretti,Mario,Andretti,American,Team Lotus,1978,French Grand Prix,34
13039,13040,536,199,6,11,1,9.0,\N,1,reutemann,Carlos,Reutemann,Argentine,Ferrari,1978,British Grand Prix,38
13069,13070,537,207,32,5,1,9.0,\N,1,mario_andretti,Mario,Andretti,American,Team Lotus,1978,German Grand Prix,10
13099,13100,538,238,32,6,1,9.0,\N,1,peterson,Ronnie,Peterson,Swedish,Team Lotus,1978,Austrian Grand Prix,70
13130,13131,539,207,32,5,1,9.0,\N,1,mario_andretti,Mario,Andretti,American,Team Lotus,1978,Dutch Grand Prix,39
13163,13164,540,182,34,1,1,9.0,\N,1,lauda,Niki,Lauda,Austrian,Brabham,1978,Italian Grand Prix,14
13195,13196,541,199,6,11,1,9.0,\N,1,reutemann,Carlos,Reutemann,Argentine,Ferrari,1978,United States Grand Prix,46
