,resultId,raceId,driverId,constructorId,number,positionOrder,points,rank,statusId,driverRef,forename,surname,nationality,nameTeam,year,circuitId,nameTrack
0,1,18,1,1,22,1,10.0,2,1,hamilton,Lewis,Hamilton,British,McLaren,2008,1,Albert Park Grand Prix Circuit
22,23,19,8,6,1,1,10.0,2,1,raikkonen,Kimi,Räikkönen,Finnish,Ferrari,2008,2,Sepang International Circuit
44,45,20,13,6,2,1,10.0,3,1,massa,Felipe,Massa,Brazilian,Ferrari,2008,3,Bahrain International Circuit
66,67,21,8,6,1,1,10.0,1,1,raikkonen,Kimi,Räikkönen,Finnish,Ferrari,2008,4,Circuit de Barcelona-Catalunya
88,89,22,13,6,2,1,10.0,3,1,massa,Felipe,Massa,Brazilian,Ferrari,2008,5,Istanbul Park
108,109,23,1,1,22,1,10.0,6,1,hamilton,Lewis,Hamilton,British,McLaren,2008,6,Circuit de Monaco
128,129,24,9,2,4,1,10.0,4,1,kubica,Robert,Kubica,Polish,BMW Sauber,2008,7,Circuit Gilles Villeneuve
148,149,25,13,6,2,1,10.0,2,1,massa,Felipe,Massa,Brazilian,Ferrari,2008,8,Circuit de Nevers Magny-Cours
168,169,26,1,1,22,1,10.0,3,1,hamilton,Lewis,Hamilton,British,McLaren,2008,9,Silverstone Circuit
188,189,27,1,1,22,1,10.0,2,1,hamilton,Lewis,Hamilton,British,McLaren,2008,10,Hockenheimring
208,209,28,5,1,23,1,10.0,7,1,kovalainen,Heikki,Kovalainen,Finnish,McLaren,2008,11,Hungaroring
228,229,29,13,6,2,1,10.0,1,1,massa,Felipe,Massa,Brazilian,Ferrari,2008,12,Valencia Street Circuit
248,249,30,13,6,2,1,10.0,3,1,massa,Felipe,Massa,Brazilian,Ferrari,2008,13,Circuit de Spa-Francorchamps
268,269,31,20,5,15,1,10.0,14,1,vettel,Sebastian,Vettel,German,Toro Rosso,2008,14,Autodromo Nazionale di Monza
288,289,32,4,4,5,1,10.0,3,1,alonso,Fernando,Alonso,Spanish,Renault,2008,15,Marina Bay Street Circuit
308,309,33,4,4,5,1,10.0,3,1,alonso,Fernando,Alonso,Spanish,Renault,2008,16,Fuji Speedway
328,329,34,1,1,22,1,10.0,1,1,hamilton,Lewis,Hamilton,British,McLaren,2008,17,Shanghai International Circuit
348,349,35,13,6,2,1,10.0,1,1,massa,Felipe,Massa,Brazilian,Ferrari,2008,18,Autódromo José Carlos Pace
368,369,36,8,6,6,1,10.0,1,1,raikkonen,Kimi,Räikkönen,Finnish,Ferrari,2007,1,Albert Park Grand Prix Circuit
390,391,37,4,1,1,1,10.0,2,1,alonso,Fernando,Alonso,Spanish,McLaren,2007,2,Sepang International Circuit
412,413,38,13,6,5,1,10.0,1,1,massa,Felipe,Massa,Brazilian,Ferrari,2007,3,Bahrain International Circuit
434,435,39,13,6,5,1,10.0,1,1,massa,Felipe,Massa,Brazilian,Ferrari,2007,4,Circuit de Barcelona-Catalunya
456,457,40,4,1,1,1,10.0,1,1,alonso,Fernando,Alonso,Spanish,McLaren,2007,6,Circuit de Monaco
478,479,41,1,1,2,1,10.0,2,1,hamilton,Lewis,Hamilton,British,McLaren,2007,7,Circuit Gilles Villeneuve
500,501,42,1,1,2,1,10.0,2,1,hamilton,Lewis,Hamilton,British,McLaren,2007,19,Indianapolis Motor Speedway
522,523,43,8,6,6,1,10.0,2,1,raikkonen,Kimi,Räikkönen,Finnish,Ferrari,2007,8,Circuit de Nevers Magny-Cours
544,545,44,8,6,6,1,10.0,1,1,raikkonen,Kimi,Räikkönen,Finnish,Ferrari,2007,9,Silverstone Circuit
566,567,45,4,1,1,1,10.0,2,1,alonso,Fernando,Alonso,Spanish,McLaren,2007,20,Nürburgring
588,589,46,1,1,2,1,10.0,2,1,hamilton,Lewis,Hamilton,British,McLaren,2007,11,Hungaroring
610,611,47,13,6,5,1,10.0,2,1,massa,Felipe,Massa,Brazilian,Ferrari,2007,5,Istanbul Park
632,633,48,4,1,1,1,10.0,1,1,alonso,Fernando,Alonso,Spanish,McLaren,2007,14,Autodromo Nazionale di Monza
654,655,49,8,6,6,1,10.0,2,1,raikkonen,Kimi,Räikkönen,Finnish,Ferrari,2007,13,Circuit de Spa-Francorchamps
676,677,50,1,1,2,1,10.0,1,1,hamilton,Lewis,Hamilton,British,McLaren,2007,16,Fuji Speedway
698,699,51,8,6,6,1,10.0,3,1,raikkonen,Kimi,Räikkönen,Finnish,Ferrari,2007,17,Shanghai International Circuit
720,721,52,8,6,6,1,10.0,1,1,raikkonen,Kimi,Räikkönen,Finnish,Ferrari,2007,18,Autódromo José Carlos Pace
742,743,53,4,4,1,1,10.0,3,1,alonso,Fernando,Alonso,Spanish,Renault,2006,3,Bahrain International Circuit
764,765,54,21,4,2,1,10.0,2,1,fisichella,Giancarlo,Fisichella,Italian,Renault,2006,2,Sepang International Circuit
786,787,55,4,4,1,1,10.0,2,1,alonso,Fernando,Alonso,Spanish,Renault,2006,1,Albert Park Grand Prix Circuit
808,809,56,30,6,5,1,10.0,2,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2006,21,Autodromo Enzo e Dino Ferrari
830,831,57,30,6,5,1,10.0,1,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2006,20,Nürburgring
852,853,58,4,4,1,1,10.0,2,1,alonso,Fernando,Alonso,Spanish,Renault,2006,4,Circuit de Barcelona-Catalunya
874,875,59,4,4,1,1,10.0,3,1,alonso,Fernando,Alonso,Spanish,Renault,2006,6,Circuit de Monaco
896,897,60,4,4,1,1,10.0,1,1,alonso,Fernando,Alonso,Spanish,Renault,2006,9,Silverstone Circuit
918,919,61,4,4,1,1,10.0,2,1,alonso,Fernando,Alonso,Spanish,Renault,2006,7,Circuit Gilles Villeneuve
940,941,62,30,6,5,1,10.0,1,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2006,19,Indianapolis Motor Speedway
962,963,63,30,6,5,1,10.0,1,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2006,8,Circuit de Nevers Magny-Cours
984,985,64,30,6,5,1,10.0,1,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2006,10,Hockenheimring
1006,1007,65,18,11,12,1,10.0,4,1,button,Jenson,Button,British,Honda,2006,11,Hungaroring
1028,1029,66,13,6,6,1,10.0,2,1,massa,Felipe,Massa,Brazilian,Ferrari,2006,5,Istanbul Park
1050,1051,67,30,6,5,1,10.0,2,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2006,14,Autodromo Nazionale di Monza
1072,1073,68,30,6,5,1,10.0,2,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2006,17,Shanghai International Circuit
1094,1095,69,4,4,1,1,10.0,1,1,alonso,Fernando,Alonso,Spanish,Renault,2006,22,Suzuka Circuit
1116,1117,70,13,6,6,1,10.0,2,1,massa,Felipe,Massa,Brazilian,Ferrari,2006,18,Autódromo José Carlos Pace
1138,1139,71,21,4,6,1,10.0,2,1,fisichella,Giancarlo,Fisichella,Italian,Renault,2005,1,Albert Park Grand Prix Circuit
1158,1159,72,4,4,5,1,10.0,4,1,alonso,Fernando,Alonso,Spanish,Renault,2005,2,Sepang International Circuit
1178,1179,73,4,4,5,1,10.0,2,1,alonso,Fernando,Alonso,Spanish,Renault,2005,3,Bahrain International Circuit
1198,1199,74,4,4,5,1,10.0,4,1,alonso,Fernando,Alonso,Spanish,Renault,2005,21,Autodromo Enzo e Dino Ferrari
1218,1219,75,8,1,9,1,10.0,4,1,raikkonen,Kimi,Räikkönen,Finnish,McLaren,2005,4,Circuit de Barcelona-Catalunya
1236,1237,76,8,1,9,1,10.0,2,1,raikkonen,Kimi,Räikkönen,Finnish,McLaren,2005,6,Circuit de Monaco
1254,1255,77,4,4,5,1,10.0,1,1,alonso,Fernando,Alonso,Spanish,Renault,2005,20,Nürburgring
1274,1275,78,8,1,9,1,10.0,1,1,raikkonen,Kimi,Räikkönen,Finnish,McLaren,2005,7,Circuit Gilles Villeneuve
1294,1295,79,30,6,1,1,10.0,1,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2005,19,Indianapolis Motor Speedway
1314,1315,80,4,4,5,1,10.0,2,1,alonso,Fernando,Alonso,Spanish,Renault,2005,8,Circuit de Nevers Magny-Cours
1334,1335,81,31,1,10,1,10.0,2,1,montoya,Juan,Pablo Montoya,Colombian,McLaren,2005,9,Silverstone Circuit
1354,1355,82,4,4,5,1,10.0,2,1,alonso,Fernando,Alonso,Spanish,Renault,2005,10,Hockenheimring
1374,1375,83,8,1,9,1,10.0,1,1,raikkonen,Kimi,Räikkönen,Finnish,McLaren,2005,11,Hungaroring
1394,1395,84,8,1,9,1,10.0,2,1,raikkonen,Kimi,Räikkönen,Finnish,McLaren,2005,5,Istanbul Park
1414,1415,85,31,1,10,1,10.0,2,1,montoya,Juan,Pablo Montoya,Colombian,McLaren,2005,14,Autodromo Nazionale di Monza
1434,1435,86,8,1,9,1,10.0,6,1,raikkonen,Kimi,Räikkönen,Finnish,McLaren,2005,13,Circuit de Spa-Francorchamps
1454,1455,87,31,1,10,1,10.0,2,1,montoya,Juan,Pablo Montoya,Colombian,McLaren,2005,18,Autódromo José Carlos Pace
1474,1475,88,8,1,9,1,10.0,1,1,raikkonen,Kimi,Räikkönen,Finnish,McLaren,2005,22,Suzuka Circuit
1494,1495,89,4,4,5,1,10.0,2,1,alonso,Fernando,Alonso,Spanish,Renault,2005,17,Shanghai International Circuit
1514,1515,90,30,6,1,1,10.0,1,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2004,1,Albert Park Grand Prix Circuit
1534,1535,91,30,6,1,1,10.0,2,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2004,2,Sepang International Circuit
1554,1555,92,30,6,1,1,10.0,1,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2004,3,Bahrain International Circuit
1574,1575,93,30,6,1,1,10.0,1,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2004,21,Autodromo Enzo e Dino Ferrari
1594,1595,94,30,6,1,1,10.0,1,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2004,4,Circuit de Barcelona-Catalunya
1614,1615,95,15,4,7,1,10.0,2,1,trulli,Jarno,Trulli,Italian,Renault,2004,6,Circuit de Monaco
1634,1635,96,30,6,1,1,10.0,1,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2004,20,Nürburgring
1654,1655,97,30,6,1,1,10.0,2,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2004,7,Circuit Gilles Villeneuve
1674,1675,98,30,6,1,1,10.0,2,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2004,19,Indianapolis Motor Speedway
1694,1695,99,30,6,1,1,10.0,1,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2004,8,Circuit de Nevers Magny-Cours
1714,1715,100,30,6,1,1,10.0,1,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2004,9,Silverstone Circuit
1734,1735,101,30,6,1,1,10.0,2,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2004,10,Hockenheimring
1754,1755,102,30,6,1,1,10.0,1,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2004,11,Hungaroring
1774,1775,103,8,1,6,1,10.0,1,1,raikkonen,Kimi,Räikkönen,Finnish,McLaren,2004,13,Circuit de Spa-Francorchamps
1794,1795,104,22,6,2,1,10.0,1,1,barrichello,Rubens,Barrichello,Brazilian,Ferrari,2004,14,Autodromo Nazionale di Monza
1814,1815,105,22,6,2,1,10.0,2,1,barrichello,Rubens,Barrichello,Brazilian,Ferrari,2004,17,Shanghai International Circuit
1834,1835,106,30,6,1,1,10.0,2,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2004,22,Suzuka Circuit
1854,1855,107,31,3,3,1,10.0,1,1,montoya,Juan,Pablo Montoya,Colombian,Williams,2004,18,Autódromo José Carlos Pace
1874,1875,108,14,1,5,1,10.0,\N,1,coulthard,David,Coulthard,British,McLaren,2003,1,Albert Park Grand Prix Circuit
1894,1895,109,8,1,6,1,10.0,\N,1,raikkonen,Kimi,Räikkönen,Finnish,McLaren,2003,2,Sepang International Circuit
1914,1915,110,21,17,11,1,10.0,\N,1,fisichella,Giancarlo,Fisichella,Italian,Jordan,2003,18,Autódromo José Carlos Pace
1934,1935,111,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2003,21,Autodromo Enzo e Dino Ferrari
1954,1955,112,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2003,4,Circuit de Barcelona-Catalunya
1974,1975,113,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2003,70,Red Bull Ring
1994,1995,114,31,3,3,1,10.0,\N,1,montoya,Juan,Pablo Montoya,Colombian,Williams,2003,6,Circuit de Monaco
2014,2015,115,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2003,7,Circuit Gilles Villeneuve
2034,2035,116,23,3,4,1,10.0,\N,1,ralf_schumacher,Ralf,Schumacher,German,Williams,2003,20,Nürburgring
2054,2055,117,23,3,4,1,10.0,\N,1,ralf_schumacher,Ralf,Schumacher,German,Williams,2003,8,Circuit de Nevers Magny-Cours
2074,2075,118,22,6,2,1,10.0,\N,1,barrichello,Rubens,Barrichello,Brazilian,Ferrari,2003,9,Silverstone Circuit
2094,2095,119,31,3,3,1,10.0,\N,1,montoya,Juan,Pablo Montoya,Colombian,Williams,2003,10,Hockenheimring
2114,2115,120,4,4,8,1,10.0,\N,1,alonso,Fernando,Alonso,Spanish,Renault,2003,11,Hungaroring
2134,2135,121,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2003,14,Autodromo Nazionale di Monza
2154,2155,122,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2003,19,Indianapolis Motor Speedway
2174,2175,123,22,6,2,1,10.0,\N,1,barrichello,Rubens,Barrichello,Brazilian,Ferrari,2003,22,Suzuka Circuit
2194,2195,124,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2002,1,Albert Park Grand Prix Circuit
2216,2217,125,23,3,5,1,10.0,\N,1,ralf_schumacher,Ralf,Schumacher,German,Williams,2002,2,Sepang International Circuit
2238,2239,126,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2002,18,Autódromo José Carlos Pace
2260,2261,127,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2002,21,Autodromo Enzo e Dino Ferrari
2282,2283,128,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2002,4,Circuit de Barcelona-Catalunya
2304,2305,129,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2002,70,Red Bull Ring
2326,2327,130,14,1,3,1,10.0,\N,1,coulthard,David,Coulthard,British,McLaren,2002,6,Circuit de Monaco
2348,2349,131,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2002,7,Circuit Gilles Villeneuve
2370,2371,132,22,6,2,1,10.0,\N,1,barrichello,Rubens,Barrichello,Brazilian,Ferrari,2002,20,Nürburgring
2392,2393,133,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2002,9,Silverstone Circuit
2413,2414,134,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2002,8,Circuit de Nevers Magny-Cours
2435,2436,135,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2002,10,Hockenheimring
2456,2457,136,22,6,2,1,10.0,\N,1,barrichello,Rubens,Barrichello,Brazilian,Ferrari,2002,11,Hungaroring
2476,2477,137,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2002,13,Circuit de Spa-Francorchamps
2496,2497,138,22,6,2,1,10.0,\N,1,barrichello,Rubens,Barrichello,Brazilian,Ferrari,2002,14,Autodromo Nazionale di Monza
2516,2517,139,22,6,2,1,10.0,\N,1,barrichello,Rubens,Barrichello,Brazilian,Ferrari,2002,19,Indianapolis Motor Speedway
2536,2537,140,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2002,22,Suzuka Circuit
2556,2557,141,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2001,1,Albert Park Grand Prix Circuit
2578,2579,142,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2001,2,Sepang International Circuit
2600,2601,143,14,1,4,1,10.0,\N,1,coulthard,David,Coulthard,British,McLaren,2001,18,Autódromo José Carlos Pace
2622,2623,144,23,3,5,1,10.0,\N,1,ralf_schumacher,Ralf,Schumacher,German,Williams,2001,21,Autodromo Enzo e Dino Ferrari
2644,2645,145,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2001,4,Circuit de Barcelona-Catalunya
2666,2667,146,14,1,4,1,10.0,\N,1,coulthard,David,Coulthard,British,McLaren,2001,70,Red Bull Ring
2688,2689,147,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2001,6,Circuit de Monaco
2710,2711,148,23,3,5,1,10.0,\N,1,ralf_schumacher,Ralf,Schumacher,German,Williams,2001,7,Circuit Gilles Villeneuve
2732,2733,149,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2001,20,Nürburgring
2754,2755,150,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2001,8,Circuit de Nevers Magny-Cours
2776,2777,151,57,1,3,1,10.0,\N,1,hakkinen,Mika,Häkkinen,Finnish,McLaren,2001,9,Silverstone Circuit
2798,2799,152,23,3,5,1,10.0,\N,1,ralf_schumacher,Ralf,Schumacher,German,Williams,2001,10,Hockenheimring
2820,2821,153,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2001,11,Hungaroring
2842,2843,154,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2001,13,Circuit de Spa-Francorchamps
2864,2865,155,31,3,6,1,10.0,\N,1,montoya,Juan,Pablo Montoya,Colombian,Williams,2001,14,Autodromo Nazionale di Monza
2886,2887,156,57,1,3,1,10.0,\N,1,hakkinen,Mika,Häkkinen,Finnish,McLaren,2001,19,Indianapolis Motor Speedway
2908,2909,157,30,6,1,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2001,22,Suzuka Circuit
2930,2931,158,30,6,3,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2000,1,Albert Park Grand Prix Circuit
2952,2953,159,30,6,3,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2000,18,Autódromo José Carlos Pace
2974,2975,160,30,6,3,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2000,21,Autodromo Enzo e Dino Ferrari
2996,2997,161,14,1,2,1,10.0,\N,1,coulthard,David,Coulthard,British,McLaren,2000,9,Silverstone Circuit
3018,3019,162,57,1,1,1,10.0,\N,1,hakkinen,Mika,Häkkinen,Finnish,McLaren,2000,4,Circuit de Barcelona-Catalunya
3040,3041,163,30,6,3,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2000,20,Nürburgring
3061,3062,164,14,1,2,1,10.0,\N,1,coulthard,David,Coulthard,British,McLaren,2000,6,Circuit de Monaco
3083,3084,165,30,6,3,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2000,7,Circuit Gilles Villeneuve
3105,3106,166,14,1,2,1,10.0,\N,1,coulthard,David,Coulthard,British,McLaren,2000,8,Circuit de Nevers Magny-Cours
3127,3128,167,57,1,1,1,10.0,\N,1,hakkinen,Mika,Häkkinen,Finnish,McLaren,2000,70,Red Bull Ring
3149,3150,168,22,6,4,1,10.0,\N,1,barrichello,Rubens,Barrichello,Brazilian,Ferrari,2000,10,Hockenheimring
3171,3172,169,57,1,1,1,10.0,\N,1,hakkinen,Mika,Häkkinen,Finnish,McLaren,2000,11,Hungaroring
3193,3194,170,57,1,1,1,10.0,\N,1,hakkinen,Mika,Häkkinen,Finnish,McLaren,2000,13,Circuit de Spa-Francorchamps
3215,3216,171,30,6,3,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2000,14,Autodromo Nazionale di Monza
3237,3238,172,30,6,3,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2000,19,Indianapolis Motor Speedway
3259,3260,173,30,6,3,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2000,22,Suzuka Circuit
3281,3282,174,30,6,3,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,2000,2,Sepang International Circuit
3303,3304,175,56,6,4,1,10.0,\N,1,irvine,Eddie,Irvine,British,Ferrari,1999,1,Albert Park Grand Prix Circuit
3325,3326,176,57,1,1,1,10.0,\N,1,hakkinen,Mika,Häkkinen,Finnish,McLaren,1999,18,Autódromo José Carlos Pace
3347,3348,177,30,6,3,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,1999,21,Autodromo Enzo e Dino Ferrari
3369,3370,178,30,6,3,1,10.0,\N,1,michael_schumacher,Michael,Schumacher,German,Ferrari,1999,6,Circuit de Monaco
3391,3392,179,57,1,1,1,10.0,\N,1,hakkinen,Mika,Häkkinen,Finnish,McLaren,1999,4,Circuit de Barcelona-Catalunya
3413,3414,180,57,1,1,1,10.0,\N,1,hakkinen,Mika,Häkkinen,Finnish,McLaren,1999,7,Circuit Gilles Villeneuve
3435,3436,181,49,17,8,1,10.0,\N,1,frentzen,Heinz-Harald,Frentzen,German,Jordan,1999,8,Circuit de Nevers Magny-Cours
